NAME,YEAR,MONTH,DAY,MINUTE,VALUE
PPT             ,2015,10,5,375,0
PPT             ,2015,10,5,390,0
PPT             ,2015,10,5,405,0
PPT             ,2015,10,5,420,0
PPT             ,2015,10,5,435,0
PPT             ,2015,10,5,450,0
PPT             ,2015,10,5,465,0
PPT             ,2015,10,5,480,0
PPT             ,2015,10,5,495,0
PPT             ,2015,10,5,510,0
PPT             ,2015,10,5,525,0
PPT             ,2015,10,5,540,0
PPT             ,2015,10,5,555,0
PPT             ,2015,10,5,570,0
PPT             ,2015,10,5,585,0
PPT             ,2015,10,5,600,0
PPT             ,2015,10,5,615,0
PPT             ,2015,10,5,630,0
PPT             ,2015,10,5,645,0
PPT             ,2015,10,5,660,0
PPT             ,2015,10,5,675,0
PPT             ,2015,10,5,690,0
PPT             ,2015,10,5,705,0
PPT             ,2015,10,5,720,0
PPT             ,2015,10,5,735,0
PPT             ,2015,10,5,750,0
PPT             ,2015,10,5,765,0
PPT             ,2015,10,5,780,0
PPT             ,2015,10,5,795,0
PPT             ,2015,10,5,810,0
PPT             ,2015,10,5,825,0
PPT             ,2015,10,5,840,0
PPT             ,2015,10,5,855,0
PPT             ,2015,10,5,870,0
PPT             ,2015,10,5,885,0
PPT             ,2015,10,5,900,0
PPT             ,2015,10,5,915,0
PPT             ,2015,10,5,930,0
PPT             ,2015,10,5,945,0
PPT             ,2015,10,5,960,0
PPT             ,2015,10,5,975,0
PPT             ,2015,10,5,990,0
PPT             ,2015,10,5,1005,0
PPT             ,2015,10,5,1020,0
PPT             ,2015,10,5,1035,0
PPT             ,2015,10,5,1050,0
PPT             ,2015,10,5,1065,0
PPT             ,2015,10,5,1080,0
PPT             ,2015,10,5,1095,0
PPT             ,2015,10,5,1110,0
PPT             ,2015,10,5,1125,0
PPT             ,2015,10,5,1140,0
PPT             ,2015,10,5,1155,0
PPT             ,2015,10,5,1170,0
PPT             ,2015,10,5,1185,0
PPT             ,2015,10,5,1200,0
PPT             ,2015,10,5,1215,0
PPT             ,2015,10,5,1230,0
PPT             ,2015,10,5,1245,0
PPT             ,2015,10,5,1260,0
PPT             ,2015,10,5,1275,0
PPT             ,2015,10,5,1290,0
PPT             ,2015,10,5,1305,0
PPT             ,2015,10,5,1320,0
PPT             ,2015,10,5,1335,0
